+1.00000000000000E+003, -1.464268E+001, +9.508203E+000
+1.00999100000000E+003, -1.416270E+001, +1.430398E+001
+1.01998100000000E+003, -1.086772E+001, +1.247488E+001
+1.02997200000000E+003, -1.158208E+001, +1.302078E+001
+1.03996200000000E+003, -1.539752E+001, +9.426695E+000
+1.04995300000000E+003, -1.463983E+001, +1.117657E+001
+1.05994300000000E+003, -1.280781E+001, +1.093798E+001
+1.06993400000000E+003, -1.309633E+001, +9.195772E+000
+1.07992500000000E+003, -1.208426E+001, +8.870010E+000
+1.08991500000000E+003, -1.108636E+001, +7.783721E+000
+1.09990600000000E+003, -1.155600E+001, +9.486272E+000
+1.10989600000000E+003, -1.270493E+001, +9.921280E+000
+1.11988700000000E+003, -9.561378E+000, +8.595276E+000
+1.12987700000000E+003, -1.181855E+001, +9.582223E+000
+1.13986800000000E+003, -1.213855E+001, +7.347127E+000
+1.14985900000000E+003, -1.315021E+001, +6.532944E+000
+1.15984900000000E+003, -1.049937E+001, +6.787654E+000
+1.16984000000000E+003, -9.916821E+000, +6.811943E+000
+1.17983000000000E+003, -1.155077E+001, +4.918743E+000
+1.18982100000000E+003, -1.206315E+001, +6.359729E+000
+1.19981200000000E+003, -1.219430E+001, +6.276964E+000
+1.20980200000000E+003, -1.065107E+001, +5.822944E+000
+1.21979300000000E+003, -1.033789E+001, +5.941060E+000
+1.22978300000000E+003, -1.139727E+001, +4.751091E+000
+1.23977400000000E+003, -1.036748E+001, +5.617107E+000
+1.24976400000000E+003, -1.014607E+001, +4.029300E+000
+1.25975500000000E+003, -8.619897E+000, +4.494942E+000
+1.26974600000000E+003, -1.090547E+001, +4.275182E+000
+1.27973600000000E+003, -1.039797E+001, +4.407914E+000
+1.28972700000000E+003, -1.013309E+001, +3.795551E+000
+1.29971700000000E+003, -1.013130E+001, +3.593494E+000
+1.30970800000000E+003, -9.426936E+000, +2.537432E+000
+1.31969800000000E+003, -9.282156E+000, +4.746864E+000
+1.32968900000000E+003, -8.794623E+000, +2.237096E+000
+1.34122000000000E+003, -8.803850E+000, +2.508667E+000
+1.35455900000000E+003, -8.250336E+000, +2.229906E+000
+1.36789800000000E+003, -9.648386E+000, +2.531413E+000
+1.38123700000000E+003, -8.869191E+000, +1.749124E+000
+1.39457700000000E+003, -8.273419E+000, +2.138986E+000
+1.40791600000000E+003, -8.402143E+000, +1.898071E+000
+1.42125500000000E+003, -8.164262E+000, +1.560629E+000
+1.43459400000000E+003, -8.255215E+000, +1.938522E+000
+1.44793300000000E+003, -7.711735E+000, +1.202564E+000
+1.46127200000000E+003, -7.088586E+000, +1.692086E+000
+1.47461100000000E+003, -6.998166E+000, +1.238580E+000
+1.48795000000000E+003, -7.592428E+000, +1.600396E+000
+1.50129000000000E+003, -8.275928E+000, +9.335966E-001
+1.51462900000000E+003, -7.248255E+000, +1.843393E-001
+1.52796800000000E+003, -6.920039E+000, +4.359645E-001
+1.54130700000000E+003, -7.290799E+000, +5.298008E-001
+1.55464600000000E+003, -7.025419E+000, +4.177298E-001
+1.56798500000000E+003, -7.143251E+000, +3.019209E-001
+1.58132400000000E+003, -6.562036E+000, +2.771659E-001
+1.59466300000000E+003, -6.127564E+000, +1.742402E-001
+1.60800300000000E+003, -6.272879E+000, +2.868824E-001
+1.62134200000000E+003, -6.821027E+000, +1.177477E-001
+1.63468100000000E+003, -6.115696E+000, +1.856870E-001
+1.64802000000000E+003, -6.457585E+000, +1.202183E-001
+1.66135900000000E+003, -6.384595E+000, -7.614210E-001
+1.67469800000000E+003, -6.235260E+000, -1.587867E-001
+1.68803700000000E+003, -5.728735E+000, +2.288017E-002
+1.70137600000000E+003, -5.801464E+000, -4.588252E-001
+1.71471600000000E+003, -5.910638E+000, -2.380405E-002
+1.72805500000000E+003, -5.973196E+000, -4.907637E-001
+1.74139400000000E+003, -5.882766E+000, -7.860255E-001
+1.75473300000000E+003, -5.825088E+000, -6.243560E-001
+1.76807200000000E+003, -5.550428E+000, -6.966640E-001
+1.78340500000000E+003, -5.309973E+000, -8.605542E-001
+1.80114200000000E+003, -5.394513E+000, -1.013019E+000
+1.81887900000000E+003, -5.736178E+000, -1.052285E+000
+1.83661600000000E+003, -5.096445E+000, -1.084930E+000
+1.85435300000000E+003, -5.076063E+000, -1.116750E+000
+1.87209000000000E+003, -5.019839E+000, -1.165295E+000
+1.88982600000000E+003, -5.083492E+000, -1.301977E+000
+1.90756300000000E+003, -4.771893E+000, -1.159266E+000
+1.92530000000000E+003, -4.889188E+000, -1.160678E+000
+1.94303700000000E+003, -4.706061E+000, -1.437356E+000
+1.96077400000000E+003, -4.718371E+000, -1.398749E+000
+1.97851100000000E+003, -4.305898E+000, -1.351879E+000
+1.99624800000000E+003, -4.514858E+000, -1.220607E+000
+2.01398500000000E+003, -4.401293E+000, -1.159446E+000
+2.03172200000000E+003, -4.087564E+000, -1.230441E+000
+2.04945900000000E+003, -4.141709E+000, -1.504386E+000
+2.06719600000000E+003, -4.165461E+000, -1.565529E+000
+2.08493200000000E+003, -4.108080E+000, -1.526241E+000
+2.10266900000000E+003, -3.868756E+000, -1.435564E+000
+2.12040600000000E+003, -3.702268E+000, -1.769017E+000
+2.13814300000000E+003, -3.798069E+000, -1.636592E+000
+2.15588000000000E+003, -3.834898E+000, -1.703822E+000
+2.17361700000000E+003, -3.804277E+000, -1.664261E+000
+2.19135400000000E+003, -3.720192E+000, -1.749460E+000
+2.20909100000000E+003, -3.670073E+000, -1.609979E+000
+2.22682800000000E+003, -3.587682E+000, -1.798019E+000
+2.24456500000000E+003, -3.303057E+000, -1.887427E+000
+2.26230100000000E+003, -3.339643E+000, -1.830973E+000
+2.28003800000000E+003, -3.478496E+000, -1.879359E+000
+2.29777500000000E+003, -3.370369E+000, -1.897623E+000
+2.31551200000000E+003, -3.467202E+000, -1.948038E+000
+2.33324900000000E+003, -3.284840E+000, -1.865547E+000
+2.35098600000000E+003, -3.314039E+000, -1.849479E+000
+2.37137400000000E+003, -3.298493E+000, -1.891146E+000
+2.39506500000000E+003, -3.004598E+000, -2.079561E+000
+2.41875700000000E+003, -3.059171E+000, -2.063073E+000
+2.44244800000000E+003, -2.910413E+000, -1.888499E+000
+2.46613900000000E+003, -2.977278E+000, -1.992310E+000
+2.48983100000000E+003, -2.813350E+000, -1.858849E+000
+2.51352200000000E+003, -2.763924E+000, -2.028967E+000
+2.53721400000000E+003, -2.723218E+000, -1.815469E+000
+2.56090500000000E+003, -2.702978E+000, -2.013458E+000
+2.58459600000000E+003, -2.681436E+000, -2.036722E+000
+2.60828800000000E+003, -2.546082E+000, -2.089687E+000
+2.63197900000000E+003, -2.522481E+000, -1.984002E+000
+2.65567000000000E+003, -2.529186E+000, -2.122562E+000
+2.67936200000000E+003, -2.523145E+000, -2.041097E+000
+2.70305300000000E+003, -2.493426E+000, -2.090491E+000
+2.72674400000000E+003, -2.433671E+000, -1.970753E+000
+2.75043600000000E+003, -2.311059E+000, -2.099083E+000
+2.77412700000000E+003, -2.322245E+000, -2.002780E+000
+2.79781900000000E+003, -2.223157E+000, -1.986199E+000
+2.82151000000000E+003, -2.283423E+000, -2.063662E+000
+2.84520100000000E+003, -2.149453E+000, -2.192449E+000
+2.86889300000000E+003, -2.066834E+000, -2.051240E+000
+2.89258400000000E+003, -2.126525E+000, -2.084044E+000
+2.91627500000000E+003, -2.035124E+000, -2.066433E+000
+2.93996700000000E+003, -1.978453E+000, -2.042796E+000
+2.96365800000000E+003, -1.872788E+000, -2.171798E+000
+2.98734900000000E+003, -1.892571E+000, -2.025590E+000
+3.01104100000000E+003, -1.930158E+000, -2.104510E+000
+3.03473200000000E+003, -1.991483E+000, -2.104670E+000
+3.05842400000000E+003, -1.913097E+000, -2.097896E+000
+3.08211500000000E+003, -1.749561E+000, -2.014967E+000
+3.10580600000000E+003, -1.787147E+000, -2.105181E+000
+3.12949800000000E+003, -1.757025E+000, -2.043116E+000
+3.15318900000000E+003, -1.562147E+000, -2.018355E+000
+3.18053400000000E+003, -1.718434E+000, -2.080107E+000
+3.21216600000000E+003, -1.664725E+000, -2.048324E+000
+3.24379800000000E+003, -1.522080E+000, -2.032499E+000
+3.27543000000000E+003, -1.606090E+000, -2.102188E+000
+3.30706200000000E+003, -1.635775E+000, -2.009236E+000
+3.33869400000000E+003, -1.555840E+000, -1.973848E+000
+3.37032600000000E+003, -1.424638E+000, -2.065189E+000
+3.40195800000000E+003, -1.668659E+000, -2.123070E+000
+3.43359100000000E+003, -1.519771E+000, -2.333574E+000
+3.46522300000000E+003, -1.288483E+000, -2.066830E+000
+3.49685500000000E+003, -1.336882E+000, -2.059786E+000
+3.52848700000000E+003, -1.368293E+000, -2.030939E+000
+3.56011900000000E+003, -1.293911E+000, -2.081492E+000
+3.59175100000000E+003, -1.231142E+000, -2.016002E+000
+3.62338300000000E+003, -1.198155E+000, -2.004112E+000
+3.65501500000000E+003, -1.253490E+000, -2.022627E+000
+3.68664700000000E+003, -1.214613E+000, -2.020216E+000
+3.71827900000000E+003, -1.147526E+000, -2.003057E+000
+3.74991100000000E+003, -1.155513E+000, -2.053007E+000
+3.78154300000000E+003, -1.121677E+000, -2.029760E+000
+3.81317500000000E+003, -1.078589E+000, -1.951305E+000
+3.84480700000000E+003, -1.126974E+000, -1.959796E+000
+3.87643900000000E+003, -9.937892E-001, -2.000934E+000
+3.90807100000000E+003, -9.790993E-001, -1.938044E+000
+3.93970400000000E+003, -1.059670E+000, -1.976668E+000
+3.97133600000000E+003, -1.008888E+000, -2.009842E+000
+4.00296800000000E+003, -9.706893E-001, -1.998466E+000
+4.03460000000000E+003, -9.869580E-001, -1.922098E+000
+4.06623200000000E+003, -9.406874E-001, -1.903574E+000
+4.09786400000000E+003, -9.367405E-001, -1.952497E+000
+4.12949600000000E+003, -9.381390E-001, -1.896479E+000
+4.16112800000000E+003, -9.375539E-001, -2.001007E+000
+4.19276000000000E+003, -8.162019E-001, -1.984694E+000
+4.22912000000000E+003, -8.381801E-001, -1.933372E+000
+4.27118100000000E+003, -8.496575E-001, -1.880036E+000
+4.31324200000000E+003, -8.365423E-001, -1.848159E+000
+4.35530200000000E+003, -8.241915E-001, -1.885865E+000
+4.39736300000000E+003, -7.781003E-001, -1.889423E+000
+4.43942400000000E+003, -7.777731E-001, -1.855349E+000
+4.48148500000000E+003, -7.455224E-001, -1.913107E+000
+4.52354600000000E+003, -7.408788E-001, -1.809445E+000
+4.56560700000000E+003, -7.244077E-001, -1.840778E+000
+4.60766700000000E+003, -6.783366E-001, -1.778170E+000
+4.64972800000000E+003, -7.108719E-001, -1.817801E+000
+4.69178900000000E+003, -6.157318E-001, -1.768126E+000
+4.73385000000000E+003, -6.492063E-001, -1.776409E+000
+4.77591100000000E+003, -6.869521E-001, -1.776255E+000
+4.81797100000000E+003, -6.611125E-001, -1.810784E+000
+4.86003200000000E+003, -6.495847E-001, -1.769861E+000
+4.90209300000000E+003, -6.392303E-001, -1.751125E+000
+4.94415400000000E+003, -5.838264E-001, -1.766814E+000
+4.98621500000000E+003, -6.572177E-001, -1.769750E+000
+5.02827500000000E+003, -6.319374E-001, -1.786076E+000
+5.07033600000000E+003, -6.010451E-001, -1.732656E+000
+5.11239700000000E+003, -5.944538E-001, -1.705316E+000
+5.15445800000000E+003, -5.423870E-001, -1.743284E+000
+5.19651900000000E+003, -5.352499E-001, -1.717898E+000
